id	Domain	Kingdom	Subkingdom	Infrakingdom	Phylum	Subphylum	Infraphylum	Superclass	Class	Subclass	Superorder	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Subspecies	Variety	Forma	valid_name
571996	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Chrysophyceae	NA	NA	Chromulinales	NA	Chrysamoebaceae	NA	Chrysidiastrum	NA	Chrysidiastrum catenatum	NA	NA	NA	Chrysidiastrum catenatum
163474	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Chrysophyceae	NA	NA	Chromulinales	NA	Dinobryaceae	NA	Kephyrion	NA	NA	NA	NA	NA	Kephyrion
572067	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	NA	NA	NA	Chlorophyta incertae sedis	NA	NA	NA	NA	NA	NA	Paramastix	NA	Paramastix conifera	NA	NA	NA	Paramastix conifera
671422	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Fragilariales	NA	Fragilariaceae	NA	Diatoma	NA	Diatoma vulgaris	NA	Diatoma vulgaris var. constricta	NA	Diatoma vulgaris var. constricta
345524	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	NA	NA	Synurophyceae	NA	NA	Synurales	NA	Synuraceae	NA	Spiniferomonas	NA	NA	NA	NA	NA	Spiniferomonas
249721	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	NA	NA	Synurophyceae	NA	NA	Synurales	NA	Mallomonadaceae	NA	Mallomonas	NA	NA	NA	NA	NA	Mallomonas
149453	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Naviculaceae	NA	Navicula	NA	Navicula radiosa	NA	NA	NA	Navicula radiosa
625389	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Trebouxiophyceae ordo incertae sedis	NA	Coccomyxaceae	NA	Choricystis	NA	Choricystis coccoides	NA	NA	NA	Choricystis coccoides
146547	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Nostocophycideae	NA	Nostocales	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nostocales
985162	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Rhizosolenianae	Rhizosoleniales	NA	Rhizosoleniaceae	NA	Rhizosolenia	NA	Rhizosolenia eriensis	NA	NA	Rhizosolenia eriensis f. eriensis	Rhizosolenia eriensis f. eriensis
149215	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Bacillariales	NA	Bacillariaceae	NA	Nitzschia	NA	Nitzschia gracilis	NA	NA	NA	Nitzschia gracilis
577930	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Scenedesmoidea	Westella	NA	Westella botryoides	NA	NA	NA	Westella botryoides
1380298	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Suessiales	NA	Borghiellaceae	NA	Borghiella	NA	Borghiella pascheri	NA	NA	NA	Borghiella pascheri
656299	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Achnanthales	NA	Achnanthidiaceae	NA	Planothidium	NA	Planothidium hauckianum	NA	NA	NA	Planothidium hauckianum
178734	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Volvocales	NA	Haematococcaceae	NA	Chlorogonium	NA	NA	NA	NA	NA	Chlorogonium
984107	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Thalassiosiranae	Thalassiosirales	NA	Stephanodiscaceae	NA	Cyclotella	NA	Cyclotella comta	NA	NA	Cyclotella comta f. radiosa	Cyclotella comta f. radiosa
163602	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Achnanthales	NA	Achnanthaceae	NA	Achnanthes	NA	Achnanthes pusilla	NA	NA	NA	Achnanthes pusilla
249689	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Chrysophyceae	NA	NA	Chromulinales	NA	Chromulinaceae	NA	Chromulina	NA	NA	NA	NA	NA	Chromulina
610314	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	Fucistia	Xanthophyceae	NA	NA	Mischococcales	NA	Pleurochloridaceae	NA	Goniochloris	NA	Goniochloris mutica	NA	NA	NA	Goniochloris mutica
662060	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Thalassiosiranae	Thalassiosirales	NA	Stephanodiscaceae	NA	Stephanodiscus	NA	Stephanodiscus bramaputrae	NA	NA	NA	Stephanodiscus bramaputrae
578226	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Scotiellocystoidaceae	NA	Mychonastes	NA	Mychonastes elegans	NA	NA	NA	Mychonastes elegans
576717	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Treubariaceae	NA	Treubaria	NA	Treubaria triappendiculata	NA	NA	NA	Treubaria triappendiculata
163404	Eucaryota	Protozoa	Eozoa	Euglenozoa	Euglenozoa	NA	NA	NA	Euglenoidea	Euglenia	NA	Euglenida	NA	Euglenaceae	NA	Trachelomonas	NA	Trachelomonas volvocina	NA	NA	NA	Trachelomonas volvocina
375674	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Monista	Raphidoistia	Raphidophyceae	NA	NA	Chattonellales	NA	Vacuolariaceae	NA	Gonyostomum	NA	Gonyostomum semen	NA	NA	NA	Gonyostomum semen
163246	Eucaryota	Protozoa	Eozoa	Euglenozoa	Euglenozoa	NA	NA	NA	Euglenoidea	Euglenia	NA	Euglenida	NA	Euglenaceae	NA	Euglena	NA	Euglena viridis	NA	NA	NA	Euglena viridis
160704	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Thalassiophysales	NA	Catenulaceae	NA	Amphora	NA	Amphora lineolata	NA	NA	NA	Amphora lineolata
665145	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Thalassiophysales	NA	Catenulaceae	NA	Amphora	NA	Amphora subholsatica	NA	NA	NA	Amphora subholsatica
963135	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscanae	Melosirales	NA	Melosiraceae	NA	Melosira	NA	Melosira italica	NA	NA	NA	Melosira italica
577860	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Chlorellaceae	NA	Gloeotila	NA	NA	NA	NA	NA	Gloeotila
624948	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Fragilariales	NA	Fragilariaceae	NA	Fragilaria	NA	Fragilaria nanana	NA	NA	NA	Fragilaria nanana
163875	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Achnanthales	NA	Cocconeidaceae	NA	Cocconeis	NA	Cocconeis euglypta	NA	NA	NA	Cocconeis euglypta
149069	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Rhizosolenianae	Rhizosoleniales	NA	Rhizosoleniaceae	NA	Rhizosolenia	NA	NA	NA	NA	NA	Rhizosolenia
110205	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Peridiniales	NA	Protoperidiniaceae	NA	Protoperidinium	NA	Protoperidinium achromaticum	NA	NA	NA	Protoperidinium achromaticum
105636	Eucaryota	Protozoa	Sarcomastigota	NA	Choanozoa	Choanofila	NA	NA	Choanoflagellatea	NA	NA	Craspedida	NA	Codonosigaceae	NA	Desmarella	NA	Desmarella moniliformis	NA	NA	NA	Desmarella moniliformis
600861	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Nostocophycideae	NA	Nostocales	NA	Nostocaceae	NA	Raphidiopsis	NA	NA	NA	NA	NA	Raphidiopsis
110149	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Peridiniales	NA	Peridiniaceae	NA	Glenodinium	NA	Glenodinium paululum	NA	NA	NA	Glenodinium paululum
149488	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Naviculaceae	NA	Caloneis	NA	NA	NA	NA	NA	Caloneis
149614	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Surirellales	NA	Surirellaceae	NA	Surirella	NA	Surirella striatula	NA	NA	NA	Surirella striatula
668847	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae incertae sedis	NA	NA	NA	NA	Micropodiscus	NA	Micropodiscus weissflogii	NA	NA	NA	Micropodiscus weissflogii
104003	Eucaryota	Chromista	Harosa	Heterokonta	Bigyra	Bicosoecia	NA	NA	Bicoecea	Bicosidia	Cyathobodoniae	Bicoecida	NA	Bicosoecaceae	NA	Bicosoeca	NA	Bicosoeca planctonica	NA	NA	NA	Bicosoeca planctonica
149084	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Surirellales	NA	Surirellaceae	NA	Surirella	NA	NA	NA	NA	NA	Surirella
625408	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Nostocophycideae	NA	Nostocales	NA	Nostocaceae	NA	Dolichospermum	NA	Dolichospermum sigmoideum	NA	NA	NA	Dolichospermum sigmoideum
370563	Eucaryota	Chromista	Hacrobia	NA	Cryptophyta	NA	NA	NA	Cryptophyceae	NA	NA	Pyrenomonadales	NA	Geminigeraceae	NA	Plagioselmis	NA	Plagioselmis nannoplanctica	NA	NA	NA	Plagioselmis nannoplanctica
103993	Eucaryota	Chromista	Harosa	Heterokonta	Bigyra	Bicosoecia	NA	NA	Bicoecea	Bicosidia	Cyathobodoniae	Bicoecida	NA	Bicosoecaceae	NA	Bicosoeca	NA	Bicosoeca ainikkiae	NA	NA	NA	Bicosoeca ainikkiae
660933	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Spirulinales	NA	Spirulinaceae	NA	Spirulina	NA	Spirulina major	NA	NA	NA	Spirulina major
627996	Procaryota	Bacteria	NA	NA	Proteobacteria	NA	NA	NA	Gammaproteobacteria	NA	NA	Thiotrichales	NA	Thiotrichaceae	NA	Beggiatoa	NA	Beggiatoa minima	NA	NA	NA	Beggiatoa minima
610275	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	NA	NA	Synurophyceae	NA	NA	Synurales	NA	Mallomonadaceae	NA	Mallomonas	NA	Mallomonas punctifera	NA	NA	NA	Mallomonas punctifera
164075	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Selenastraceae	NA	Kirchneriella	NA	Kirchneriella lunaris	NA	NA	NA	Kirchneriella lunaris
708137	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Palmellopsidaceae	NA	Sphaerellocystis	NA	Sphaerellocystis ampla	NA	NA	NA	Sphaerellocystis ampla
1379956	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Oocystaceae	NA	Pseudococcomyxa	NA	Pseudococcomyxa chodatii	NA	NA	NA	Pseudococcomyxa chodatii
172406	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae incertae sedis	NA	NA	NA	NA	Exilaria	NA	Exilaria vaucheriae	NA	NA	NA	Exilaria vaucheriae
699560	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Hydrodictyaceae	NA	Stauridium	NA	Stauridium privum	NA	NA	NA	Stauridium privum
601289	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Trebouxiophyceae ordo incertae sedis	NA	Coccomyxaceae	NA	Choricystis	NA	NA	NA	NA	NA	Choricystis
367250	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Chlamydomonadaceae	NA	Carteria	NA	NA	NA	NA	NA	Carteria
18537	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Tetrasporales	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tetrasporales
571655	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Chrysophyceae	NA	NA	Chromulinales	NA	Dinobryaceae	NA	Dinobryon	NA	Dinobryon borgei	NA	NA	NA	Dinobryon borgei
983826	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Naviculaceae	NA	Homoeocladia	NA	Homoeocladia filiformis	NA	NA	Homoeocladia filiformis f. filiformis	Homoeocladia filiformis f. filiformis
708000	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Chlamydomonadaceae	NA	Polytoma	NA	Polytoma granuliferum	NA	NA	NA	Polytoma granuliferum
620684	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Oocystaceae	NA	Lagerheimia	NA	Lagerheimia marssonii	NA	NA	NA	Lagerheimia marssonii
149564	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Rhopalodiales	NA	Rhopalodiaceae	NA	Epithemia	NA	Epithemia sorex	NA	NA	NA	Epithemia sorex
163673	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Thalassiophysales	NA	Catenulaceae	NA	Amphora	NA	Amphora pediculus	NA	NA	NA	Amphora pediculus
578213	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Chrysophyceae	NA	NA	Hibberdiales	NA	Stylococcaceae	NA	Bitrichia	NA	Bitrichia chodatii	NA	NA	NA	Bitrichia chodatii
1372754	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Selenastraceae	NA	Messastrum	NA	Messastrum gracile	NA	NA	NA	Messastrum gracile
616367	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Coelastroideae	Hariotina	NA	Hariotina reticulata	NA	NA	NA	Hariotina reticulata
163412	Eucaryota	Protozoa	Eozoa	Euglenozoa	Euglenozoa	NA	NA	NA	Euglenoidea	Euglenia	NA	Euglenida	NA	Euglenaceae	NA	Trachelomonas	NA	Trachelomonas hispida	NA	NA	NA	Trachelomonas hispida
986039	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Fragilariales	NA	Fragilariaceae	NA	Synedra	NA	Synedra affinis	NA	NA	Synedra affinis f. obtusa	Synedra affinis f. obtusa
172635	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Licmophorales	NA	Licmophoraceae	NA	Licmophora	NA	Licmophora oedipus	NA	NA	NA	Licmophora oedipus
163940	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Surirellales	NA	Surirellaceae	NA	Cymatopleura	NA	Cymatopleura elliptica	NA	NA	NA	Cymatopleura elliptica
600916	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	NA	NA	Synurophyceae	NA	NA	Synurales	NA	Synuraceae	NA	Chromophysomonas	NA	NA	NA	NA	NA	Chromophysomonas
669081	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Stauroneidaceae	NA	Stauroneis	NA	Stauroneis spicula	NA	NA	NA	Stauroneis spicula
670627	Eucaryota	Plantae	Viridiplantae	Streptophyta	Charophyta	NA	NA	NA	Conjugatophyceae	NA	NA	Desmidiales	NA	Closteriaceae	NA	Closterium	NA	Closterium acutum	NA	Closterium acutum var. variabile	NA	Closterium acutum var. variabile
345489	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Eustigmatophyceae	NA	NA	Eustigmatales	NA	Monodopsidaceae	NA	Nannochloropsis	NA	NA	NA	NA	NA	Nannochloropsis
610320	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Eustigmatophyceae	NA	NA	Eustigmatales	NA	Eustigmataceae	NA	Tetraëdriella	NA	Tetraëdriella jovetii	NA	NA	NA	Tetraëdriella jovetii
625412	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Nostocophycideae	NA	Nostocales	NA	Nostocaceae	NA	Dolichospermum	NA	Dolichospermum viguieri	NA	NA	NA	Dolichospermum viguieri
600814	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Oocystaceae	NA	Didymocystis	NA	NA	NA	NA	NA	Didymocystis
976114	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Thalassiosiranae	Thalassiosirales	NA	Stephanodiscaceae	NA	Cyclotella	NA	Cyclotella dubia	NA	Cyclotella dubia var. dubia	NA	Cyclotella dubia var. dubia
624247	Eucaryota	Protozoa	Eozoa	Euglenozoa	Euglenozoa	NA	NA	NA	Euglenoidea	Euglenia	NA	Euglenida	NA	Phacaceae	NA	Lepocinclis	NA	Lepocinclis acus	NA	NA	NA	Lepocinclis acus
612515	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Desmodesmoideae	Desmodesmus	NA	Desmodesmus subspicatus	NA	NA	NA	Desmodesmus subspicatus
602913	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Tetrasporales	NA	Sphaerocystidaceae	NA	Planctococcus	NA	NA	NA	NA	NA	Planctococcus
149599	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Bacillariales	NA	Bacillariaceae	NA	Nitzschia	NA	Nitzschia fonticola	NA	NA	NA	Nitzschia fonticola
149551	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Cymbellales	NA	Cymbellaceae	NA	Cymbella	NA	Cymbella aspera	NA	NA	NA	Cymbella aspera
608598	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Oocystaceae	NA	Nephrocytium	NA	Nephrocytium lunatum	NA	NA	NA	Nephrocytium lunatum
687833	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Fragilariales	NA	Fragilariaceae	NA	Diatoma	NA	Diatoma vulgaris	NA	Diatoma vulgaris var. grandis	NA	Diatoma vulgaris var. grandis
149562	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Cymbellales	NA	Gomphonemataceae	NA	Gomphonema	NA	Gomphonema olivaceum	NA	NA	NA	Gomphonema olivaceum
841718	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Oscillatoriales	NA	Microcoleaceae	NA	Johanseninema	NA	Johanseninema constrictum	NA	NA	NA	Johanseninema constrictum
163787	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Naviculaceae	NA	Caloneis	NA	Caloneis permagna	NA	NA	NA	Caloneis permagna
149498	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Pleurosigmataceae	NA	Gyrosigma	NA	Gyrosigma scalproides	NA	NA	NA	Gyrosigma scalproides
983494	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Achnanthales	NA	Cocconeidaceae	NA	Cocconeis	NA	Cocconeis scutellum	NA	NA	Cocconeis scutellum f. stauroneiformis	Cocconeis scutellum f. stauroneiformis
175757	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Fragilariales	NA	Fragilariaceae	NA	Pseudostaurosira	NA	Pseudostaurosira brevistriata	NA	NA	NA	Pseudostaurosira brevistriata
163922	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Fragilariales	NA	Fragilariaceae	NA	Ctenophora	NA	Ctenophora pulchella	NA	NA	NA	Ctenophora pulchella
841289	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Dinophyceae incertae sedis	NA	NA	NA	Naiadinium	NA	Naiadinium polonicum	NA	NA	NA	Naiadinium polonicum
163645	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Surirellales	NA	Entomoneidaceae	NA	Entomoneis	NA	Entomoneis ornata	NA	NA	NA	Entomoneis ornata
177449	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Synechococcoideae	Rhabdogloea	NA	NA	NA	NA	NA	Rhabdogloea
149402	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Eunotiophycanae	Eunotiales	NA	Eunotiaceae	NA	Eunotia	NA	NA	NA	NA	NA	Eunotia
610882	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Chlorellaceae	NA	Didymogenes	NA	Didymogenes palatina	NA	NA	NA	Didymogenes palatina
172277	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Amphipleuraceae	NA	Frustulia	NA	Frustulia adnata	NA	NA	NA	Frustulia adnata
149553	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Cymbellales	NA	Gomphonemataceae	NA	Gomphonema	NA	NA	NA	NA	NA	Gomphonema
149214	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Bacillariales	NA	Bacillariaceae	NA	Nitzschia	NA	Nitzschia tryblionella	NA	NA	NA	Nitzschia tryblionella
105535	Eucaryota	Protozoa	Sarcomastigota	NA	Choanozoa	Choanofila	NA	NA	Choanoflagellatea	NA	NA	Craspedida	NA	Codonosigaceae	NA	Monosiga	NA	NA	NA	NA	NA	Monosiga
146690	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Oscillatoriales	NA	Oscillatoriaceae	NA	Phormidium	NA	NA	NA	NA	NA	Phormidium
610914	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Selenastraceae	NA	Raphidocelis	NA	Raphidocelis subcapitata	NA	NA	NA	Raphidocelis subcapitata
163522	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Rhizosolenianae	Rhizosoleniales	NA	Rhizosoleniaceae	NA	Rhizosolenia	NA	Rhizosolenia longiseta	NA	NA	NA	Rhizosolenia longiseta
661267	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Naviculales	NA	Pleurosigmataceae	NA	Gyrosigma	NA	Gyrosigma attenuatum	NA	NA	NA	Gyrosigma attenuatum
650056	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophyceae incertae sedis	NA	NA	NA	NA	NA	Discoplea	NA	Discoplea rotula	NA	NA	NA	Discoplea rotula
163655	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Thalassiophysales	NA	Catenulaceae	NA	Amphora	NA	Amphora commutata	NA	NA	NA	Amphora commutata
